order_id,company,city,order_time,vehicle_type,distance_km,parcel_weight_kg,price_rs,status,delivery_time_min,customer_rating,customer_feedback,sentiment_label,merchant_id,driver_id,cod_flag,promo_used,order_value_rs,shipment_type,service_level
ORD105972,Shiprocket,Rajkot,01/16/25 13:56,2W,0.76,4.66,58.64,delayed,5,2,"Very poor service, won't recommend Quick response from support.",negative,m_9351,d_75812,0,0,829.65,B2C,standard
ORD110464,DTDC,Kolkata,10/29/25 17:27,Truck,27.92,1.8,309.81,delayed,236.6,4,"Excellent service, will use again Expected better.",positive,m_8535,d_61791,0,1,271.06,B2C,standard
ORD103334,Shiprocket,Calicut,01/30/25 16:43,2W,0.65,6.8,73.22,delayed,9.5,1,"Very poor service, won't recommend",negative,m_5243,d_62815,0,0,1382.32,B2C,standard
ORD106762,Delhivery,Jaipur,03/13/24 10:44,2W,6.04,3.49,99.26,delayed,25.9,3,Package arrived late but ok Quick response from support.,neutral,m_3385,d_91480,0,1,463.14,B2C,express
ORD111227,BlueDart,Kanpur,03/05/25 14:06,Van,20.04,7.11,298.93,delayed,129.3,2,Package was damaged on arrival Expected better.,negative,m_2367,d_34338,0,1,1483.02,B2C,standard
ORD110121,Delhivery,Thiruvananthapuram,04/11/24 6:45,2W,57.58,1.15,325.37,delayed,242.3,3,Delivery was okay,neutral,m_3736,d_89438,1,0,605.79,B2C,standard
ORD100315,Shadowfax,Calicut,05/05/25 10:36,Mini-Truck,1.47,2.66,81.65,delayed,5.4,3,Delivery was okay,neutral,m_6373,d_69525,0,0,195.3,B2C,standard
ORD110286,BlueDart,Hyderabad,09/29/25 1:24,Truck,41.92,2.32,545.21,delayed,365.9,1,"Very poor service, won't recommend.",negative,m_3339,d_19089,1,0,1217.24,B2C,standard
ORD106621,Shiprocket,Vadodara,05/12/25 14:27,2W,5.16,3.18,78.65,delayed,29.9,3,Package arrived late but ok Expected better.,neutral,m_2011,d_16161,0,0,2147.06,B2C,standard
ORD106533,BlueDart,Mumbai,04/22/25 12:43,Tempo,2.73,6.37,188.81,delayed,29.7,3,Average experience Expected better.,neutral,m_5089,d_27386,0,1,951.76,B2B,express
ORD109369,Shiprocket,Kanpur,11/01/24 19:30,2W,2.42,3.71,61.14,delayed,5,1,Driver cancelled multiple times,negative,m_9514,d_63673,1,0,966.13,B2C,standard
ORD102144,Delhivery,Ahmedabad,01/10/26 22:15,2W,5.11,1.93,83.62,delayed,20.8,1,Package was damaged on arrival Expected better.,negative,m_2326,d_93323,0,1,375.49,B2C,standard
ORD106500,Delhivery,Delhi-NCR,11/24/25 17:50,2W,1.61,6.28,93.9,delayed,11,2,"Very poor service, won't recommend Expected better.",negative,m_5390,d_24634,0,0,1366.81,B2C,express
ORD110042,Shiprocket,Kanpur,06/08/24 14:57,2W,15.62,1.82,113.91,delayed,74.3,2,"Order lost, support unhelpful Expected better.",negative,m_6991,d_79454,1,1,1987.65,B2C,standard
ORD105862,BlueDart,Kolkata,03/10/24 3:58,2W,2.6,1.6,81.25,delayed,12.7,2,Driver cancelled multiple times,negative,m_7228,d_46165,0,0,957.66,B2C,standard
ORD105196,Shadowfax,Calicut,02/17/24 5:13,2W,2.53,5.69,87.07,delayed,13,4,"Excellent service, will use again Quick response from support.",positive,m_2895,d_93146,0,0,3082.16,B2C,standard
ORD106662,Shadowfax,Indore,11/21/24 13:28,Mini-Truck,0.43,5.19,97.48,delayed,5,2,"Very poor service, won't recommend Expected better.",negative,m_8197,d_51575,1,0,237.34,B2C,standard
ORD105170,Porter,Ahmedabad,10/07/24 17:21,Mini-Truck,10.04,3.53,161.11,delayed,58.8,3,Average experience.,neutral,m_1765,d_40993,0,0,410.66,B2C,standard
ORD109026,Shiprocket,Chennai,11/16/24 12:38,Van,2.25,1.29,56.23,delayed,20,4,"Excellent service, will use again",positive,m_5042,d_38900,0,0,1169.6,B2C,standard
ORD101071,Porter,Visakhapatnam,01/21/24 4:40,Tempo,0.65,4.03,99.45,delayed,19,2,"Order lost, support unhelpful Expected better.",negative,m_4836,d_14490,1,1,1073.18,B2C,standard
ORD109212,Shadowfax,Chennai,03/12/25 2:55,2W,0.42,6.24,82,delayed,5,1,Package was damaged on arrival.,negative,m_1071,d_52215,1,0,240.23,B2C,express
ORD107628,Shiprocket,Visakhapatnam,12/05/25 4:43,Truck,0.46,2.42,79.08,delayed,35.1,2,"Delivery took too long, disappointed Expected better.",negative,m_4161,d_12118,0,0,2830.49,B2B,standard
ORD105605,Porter,Ahmedabad,12/02/24 16:37,Van,8.4,3.26,127.27,delayed,43.4,2,Package was damaged on arrival,negative,m_2767,d_47038,0,0,3306.87,B2C,standard
ORD109963,Shadowfax,Kolkata,02/21/24 16:18,Van,33.79,1.9,257.72,delayed,186.7,1,"Very poor service, won't recommend Quick response from support.",negative,m_7453,d_10732,0,0,234.81,B2B,standard
ORD110435,Shadowfax,Calicut,10/19/25 23:34,Tempo,25.52,3.14,273.86,delayed,187.7,3,Average experience,neutral,m_7674,d_83450,0,0,892.79,B2C,standard
ORD100409,Shadowfax,Chennai,01/02/24 22:10,Mini-Truck,11.2,4.14,158.14,delayed,86.5,3,Package arrived late but ok.,neutral,m_4786,d_48942,0,0,697.84,B2C,standard
ORD103784,BlueDart,Hyderabad,02/13/24 11:07,2W,0.44,3.99,90.25,delayed,7,2,"Order lost, support unhelpful",negative,m_2542,d_62035,0,0,402.65,B2C,standard
ORD103441,DTDC,Chandigarh,02/18/24 15:00,Van,11.75,0.76,113.11,delayed,51.8,3,Standard service,neutral,m_5404,d_42812,0,1,303.01,B2C,standard
ORD100576,Porter,Tiruppur,12/09/24 10:24,Van,3.75,3.31,93.25,delayed,10.7,2,Package was damaged on arrival Quick response from support.,negative,m_2042,d_52846,0,0,1124.61,B2B,standard
ORD108608,Porter,Kolkata,07/13/24 8:24,2W,1.55,5.13,80.2,delayed,12.3,2,Package was damaged on arrival Quick response from support.,negative,m_5770,d_48460,0,0,50,B2C,standard
ORD105576,Porter,Calicut,03/06/24 12:36,2W,0.3,0.6,43.76,delayed,11.7,2,"Delivery took too long, disappointed Quick response from support.",negative,m_9939,d_91334,0,0,1096.63,B2C,standard
ORD107197,Shadowfax,Nagpur,07/14/24 11:20,2W,1.33,2.29,61.86,delayed,5,1,"Very poor service, won't recommend Quick response from support.",negative,m_9571,d_15300,0,0,246.22,B2C,standard
ORD100713,DTDC,Jaipur,02/01/25 11:37,2W,5.91,3.8,91.86,delayed,14.1,2,"Delivery took too long, disappointed",negative,m_5401,d_51190,0,0,1519.61,B2C,standard
ORD109466,Delhivery,Coimbatore,04/23/24 6:44,2W,7.62,6.9,133.34,delayed,35.7,3,"No issues, nothing special.",neutral,m_3690,d_93551,0,1,306.16,B2C,express
ORD105871,Shiprocket,Bengaluru,01/10/24 2:25,2W,2.95,3.22,67.55,delayed,22.1,2,Driver cancelled multiple times Quick response from support.,negative,m_3218,d_17239,0,0,379.44,B2C,standard
ORD101087,DTDC,Lucknow,05/02/25 10:38,2W,5.94,3.32,85.78,delayed,17.8,3,Standard service,neutral,m_8327,d_21651,0,1,177.36,B2C,standard
ORD103247,Shadowfax,Tiruppur,05/04/24 7:01,2W,5.54,0.4,69.07,delayed,13.2,1,Driver cancelled multiple times Quick response from support.,negative,m_2233,d_14684,0,0,132.57,B2C,standard
ORD108473,Shadowfax,Vadodara,04/07/24 8:54,Tempo,0.99,0.82,62.32,delayed,6.8,3,Standard service,neutral,m_8973,d_20032,0,0,214.35,B2C,standard
ORD108760,Shadowfax,Thiruvananthapuram,07/02/24 12:43,Van,2.24,5.51,105.79,delayed,11.5,2,"Delivery took too long, disappointed Quick response from support.",negative,m_6244,d_46653,1,1,1200.17,B2C,standard
ORD102215,Porter,Nagpur,05/14/25 10:46,2W,0.68,3.4,61.16,delayed,19.9,2,"Very poor service, won't recommend",negative,m_5016,d_61764,0,1,322.33,B2C,standard
ORD101454,Shiprocket,Thiruvananthapuram,03/12/24 2:52,2W,5.06,4.3,89.9,delivered,12.2,3,Average experience,neutral,m_3325,d_34847,1,0,850.91,B2C,standard
ORD104587,DTDC,Chandigarh,03/23/24 12:56,2W,2.86,5.36,83.71,delayed,7.3,1,"Delivery took too long, disappointed.",negative,m_1360,d_88396,0,1,765.2,B2C,express
ORD102420,BlueDart,Mumbai,03/14/25 2:47,Van,0.3,5.74,115.06,delayed,5,2,"Order lost, support unhelpful Expected better.",negative,m_8356,d_55409,0,1,191.16,B2C,express
ORD102858,Shadowfax,Indore,01/29/24 23:25,Truck,3.17,6.14,151.37,delayed,18.2,3,Standard service,neutral,m_9549,d_60817,0,1,2321.76,B2C,standard
ORD100881,BlueDart,Indore,11/27/24 17:01,Mini-Truck,1.67,1.01,99.29,delayed,9.3,2,Driver cancelled multiple times Expected better.,negative,m_9580,d_12252,0,0,953.24,B2C,standard
ORD101710,Shiprocket,Kolkata,11/30/24 18:35,Van,8.17,5.92,129.04,delayed,55.4,2,"Very poor service, won't recommend.",negative,m_2843,d_38632,0,1,1370.27,B2C,standard
ORD103989,Shadowfax,Jaipur,03/13/25 1:38,Mini-Truck,0.72,0.28,54.57,delayed,5,3,Delivery was okay.,neutral,m_5743,d_16444,1,0,3584.05,B2C,standard
ORD111916,Shadowfax,Tiruppur,12/09/24 12:19,2W,21.78,4.92,175.6,delayed,93.2,1,"Very poor service, won't recommend",negative,m_7418,d_23383,0,0,280.16,B2B,standard
ORD109103,BlueDart,Pune,06/18/24 3:19,2W,4.05,6.73,133.55,delayed,17.1,4,Driver was polite and on time,positive,m_7639,d_73511,0,0,353.57,B2C,standard
ORD104716,Shadowfax,Vadodara,10/29/24 2:45,2W,3.7,9.77,115.68,delayed,8.3,3,Standard service,neutral,m_8477,d_70863,0,1,956.88,B2C,express
ORD111693,Delhivery,Mumbai,12/09/24 22:52,Van,20.81,1.19,213.21,delayed,131.4,1,Package was damaged on arrival.,negative,m_3839,d_36630,1,0,226.59,B2C,express
ORD102405,DTDC,Ahmedabad,06/02/24 11:24,Truck,2.96,6.62,168.73,delayed,26.3,2,"Order lost, support unhelpful",negative,m_8122,d_56018,1,0,642.83,B2B,express
ORD103881,BlueDart,Surat,12/29/25 8:35,2W,0.79,3.13,70.78,delayed,5,1,"Delivery took too long, disappointed.",negative,m_5171,d_63438,0,1,596.89,B2B,express
ORD111834,Shiprocket,Kanpur,02/29/24 22:09,2W,18.88,1.93,131.17,delayed,92.1,1,"Order lost, support unhelpful Expected better.",negative,m_5597,d_94024,1,1,2931.5,B2C,standard
ORD103060,Delhivery,Surat,09/07/25 11:10,Van,0.3,3.55,71.36,delayed,5,2,Package was damaged on arrival Quick response from support.,negative,m_7344,d_99557,1,0,916.4,B2C,standard
ORD111619,Shadowfax,Thiruvananthapuram,04/18/24 13:02,Van,51.46,5.32,415.35,delayed,282.9,3,Standard service.,neutral,m_8836,d_56229,0,0,1595.2,B2C,standard
ORD103353,Shiprocket,Bengaluru,12/24/25 15:58,2W,0.84,2.83,47.43,delayed,5,2,"Delivery took too long, disappointed.",negative,m_8220,d_15796,0,0,2946.11,B2C,standard
ORD109128,Shadowfax,Nagpur,03/02/24 4:55,2W,4.09,4.31,76.54,delivered,11.5,4,Package arrived in perfect condition,positive,m_7766,d_30304,0,0,231.02,B2C,standard
ORD110995,Shiprocket,Nagpur,06/15/25 14:19,Tempo,25.92,3.32,242.96,delayed,185.9,2,Driver cancelled multiple times.,negative,m_4311,d_81912,0,0,1071.48,B2C,standard
ORD101597,DTDC,Mumbai,12/19/24 22:14,2W,7.29,8.77,125.64,delayed,21.9,3,Average experience,neutral,m_3305,d_37862,0,1,230.59,B2C,standard
ORD106650,Shadowfax,Jaipur,01/08/24 11:26,Truck,4.25,3.37,139.96,delayed,53.5,4,Smooth pickup and delivery.,positive,m_2716,d_47413,1,0,1375.73,B2C,standard
ORD103526,Porter,Kanpur,01/07/25 8:41,Truck,2.26,2.01,101.32,delayed,32.9,1,"Delivery took too long, disappointed Expected better.",negative,m_4431,d_67246,1,0,1704.3,B2C,standard
ORD107384,Shadowfax,Pune,05/17/25 10:46,2W,1.76,1.85,54.7,delayed,5,2,Driver cancelled multiple times.,negative,m_5996,d_13022,1,0,224.24,B2C,scheduled
ORD109659,DTDC,Chennai,09/10/25 21:34,2W,55.14,3.01,336.66,delayed,240.2,1,Package was damaged on arrival.,negative,m_5910,d_87866,0,0,287.9,B2C,standard
ORD104653,Shadowfax,Nagpur,05/07/24 21:46,Truck,7.61,4.47,181.66,delayed,76.2,1,Driver cancelled multiple times,negative,m_3674,d_17888,0,0,271.59,B2C,standard
ORD110821,Shiprocket,Jaipur,01/04/24 3:02,2W,37.01,2.41,227.95,delayed,151.3,2,"Very poor service, won't recommend",negative,m_3836,d_12955,0,0,1653.12,B2B,standard
ORD101180,Delhivery,Thiruvananthapuram,03/07/25 22:41,Tempo,13.65,3.14,222.87,delivered,91.8,3,Package arrived late but ok,neutral,m_3898,d_17809,0,0,599.67,B2C,standard
ORD108509,Porter,Chennai,08/28/24 13:05,2W,0.82,4.38,75.79,delayed,6.9,1,Driver cancelled multiple times Quick response from support.,negative,m_5694,d_95136,0,1,490.31,B2B,standard
ORD108165,BlueDart,Delhi-NCR,02/22/24 17:18,2W,2.86,11.58,168.8,delayed,8.5,1,"Very poor service, won't recommend",negative,m_4857,d_95503,0,0,353.94,B2C,standard
ORD105627,BlueDart,Lucknow,04/24/25 11:17,Van,12.81,5.46,209.15,delayed,76.7,2,"Very poor service, won't recommend Quick response from support.",negative,m_5102,d_31049,0,1,92.47,B2C,standard
ORD107518,Porter,Kolkata,09/13/25 8:44,Tempo,17.31,4.74,233.61,delayed,135.6,3,Average experience,neutral,m_8208,d_91997,0,1,50,B2C,standard
ORD108821,Delhivery,Jaipur,01/17/24 20:02,2W,0.3,6.63,92.88,delayed,9.3,2,Package was damaged on arrival,negative,m_7889,d_38015,0,0,3741.33,B2C,express
ORD104771,Shadowfax,Kanpur,10/16/25 5:44,2W,0.5,0.52,39.09,delayed,5.4,1,"Delivery took too long, disappointed",negative,m_7427,d_54382,0,1,59.76,B2C,express
ORD107148,Shadowfax,Hyderabad,04/23/24 23:37,Truck,0.96,6.7,147.15,delayed,5,3,Package arrived late but ok,neutral,m_6601,d_73964,0,0,102.33,B2B,standard
ORD104721,Shadowfax,Visakhapatnam,09/27/24 11:47,Truck,8.39,4.15,177.93,delayed,67.2,1,"Delivery took too long, disappointed",negative,m_5137,d_74294,0,1,162.64,B2C,standard
ORD102638,DTDC,Pune,08/07/25 15:35,Truck,5.26,0.7,115.91,delayed,40.1,2,"Delivery took too long, disappointed Expected better.",negative,m_6653,d_90708,0,1,50,B2C,standard
ORD108817,Shiprocket,Pune,11/23/25 22:16,2W,0.3,2.84,52.69,delayed,5,1,Driver cancelled multiple times,negative,m_6574,d_41484,0,0,314.38,B2C,scheduled
ORD108471,BlueDart,Coimbatore,10/25/25 17:39,Tempo,14.68,7.21,331.51,delayed,123.9,1,"Delivery took too long, disappointed Expected better.",negative,m_4153,d_98240,0,0,365.84,B2C,standard
ORD104387,Shadowfax,Indore,03/07/25 3:06,Truck,6.63,1.9,132.27,delayed,58,1,"Order lost, support unhelpful.",negative,m_8891,d_34482,0,1,1309.14,B2C,standard
ORD102909,Shadowfax,Coimbatore,07/26/24 10:02,Truck,1.87,6.37,158.1,delayed,8.8,1,"Order lost, support unhelpful",negative,m_5385,d_66972,0,0,586.85,B2C,express
ORD110588,Shiprocket,Mumbai,11/16/24 23:54,2W,60.32,3.8,293.54,delayed,259,3,Average experience Quick response from support.,neutral,m_6334,d_73368,1,0,107.78,B2C,standard
ORD102328,Shadowfax,Mumbai,06/03/25 3:19,Van,5.23,4.69,105.61,delayed,25.3,4,"Quick delivery, very satisfied Expected better.",positive,m_4152,d_50719,0,1,924.27,B2C,express
ORD102760,Porter,Visakhapatnam,08/12/24 0:36,Truck,5.72,4.49,175.34,delayed,46.6,4,"Excellent service, will use again.",positive,m_7589,d_69396,0,0,51.97,B2B,standard
ORD101691,Shadowfax,Chandigarh,03/17/24 17:06,Tempo,1.24,1.18,71.06,delayed,5.3,3,Delivery was okay,neutral,m_2392,d_92082,0,0,142.62,B2C,scheduled
ORD104192,Shadowfax,Calicut,11/30/24 16:27,Van,1.84,6.45,101.51,delayed,13.7,1,Driver cancelled multiple times,negative,m_4112,d_49262,0,0,2234.79,B2C,standard
ORD100123,Delhivery,Rajkot,06/19/24 19:55,Tempo,1.54,1.81,82.35,delayed,13.4,2,Package was damaged on arrival.,negative,m_4176,d_30077,0,0,180.56,B2C,standard
ORD110553,Shiprocket,Chennai,07/30/25 3:14,2W,5.28,1.99,66.68,delayed,15.2,3,Average experience Quick response from support.,neutral,m_7972,d_61479,0,0,675.08,B2C,express
ORD101952,Shadowfax,Vadodara,05/23/25 22:37,2W,0.3,0.32,35.18,delayed,5,1,"Delivery took too long, disappointed.",negative,m_6688,d_69191,0,0,259.81,B2C,standard
ORD108640,Shiprocket,Chennai,02/23/24 10:15,Van,1.67,7.45,104.55,delayed,14.4,4,"Quick delivery, very satisfied",positive,m_5630,d_50448,0,1,2318.8,B2C,standard
ORD105489,Delhivery,Thiruvananthapuram,06/30/24 16:49,Van,8.24,1.45,111.26,delayed,41.4,2,Package was damaged on arrival Quick response from support.,negative,m_7403,d_74721,0,0,410,B2C,standard
ORD106108,Delhivery,Tiruppur,03/08/25 9:22,2W,1.44,4.2,77.53,delayed,14.3,2,"Order lost, support unhelpful",negative,m_2789,d_14715,0,0,861.68,B2C,standard
ORD108822,Delhivery,Lucknow,06/19/25 14:33,2W,4.72,3.4,87.76,delayed,14,1,"Very poor service, won't recommend",negative,m_6909,d_18809,0,0,105.01,B2C,express
ORD102392,Porter,Vadodara,08/26/25 3:56,Tempo,4.02,2.09,112.46,delayed,31.1,1,"Order lost, support unhelpful Quick response from support.",negative,m_5129,d_62008,0,0,176.19,B2C,standard
ORD107809,BlueDart,Delhi-NCR,04/10/25 18:50,2W,1.56,3.37,87.34,delayed,16.6,4,Smooth pickup and delivery Quick response from support.,positive,m_6455,d_54498,1,0,73.9,B2C,standard
ORD106697,Porter,Indore,09/14/24 0:53,Tempo,4.66,5.98,144.99,delayed,39.7,1,"Delivery took too long, disappointed",negative,m_7341,d_85805,0,0,408.34,B2C,standard
ORD103400,Shadowfax,Chandigarh,06/25/24 23:42,Van,3.95,4.07,106.03,delayed,7.9,2,"Delivery took too long, disappointed Expected better.",negative,m_8988,d_21397,0,0,50,B2C,standard
ORD108309,Delhivery,Thiruvananthapuram,04/21/25 10:42,2W,2.28,1.8,68.03,delayed,15.2,2,"Order lost, support unhelpful",negative,m_7115,d_12830,0,0,153.99,B2C,standard
ORD104074,Shiprocket,Ahmedabad,02/01/26 11:06,Mini-Truck,6.97,1.26,91.4,delayed,35.8,4,Package arrived in perfect condition,positive,m_8713,d_71911,0,0,82.01,B2C,standard
ORD110009,Porter,Vadodara,01/30/24 7:05,2W,16.21,5.06,153.05,delayed,62.9,4,Smooth pickup and delivery.,positive,m_8779,d_85167,0,0,909.34,B2C,standard
ORD107089,Porter,Mumbai,04/30/25 1:19,Van,3.33,5.2,115.33,delayed,23,2,Package was damaged on arrival Expected better.,negative,m_6827,d_46725,0,0,344.84,B2C,standard
ORD104641,Shadowfax,Tiruppur,08/21/24 11:19,2W,1.83,2.99,62.81,delayed,6,3,"No issues, nothing special",neutral,m_7908,d_10381,0,1,97.07,B2B,express
ORD104829,Porter,Delhi-NCR,10/01/25 4:34,Van,2.23,0.75,68.77,delayed,9.5,2,"Delivery took too long, disappointed Quick response from support.",negative,m_5732,d_41537,0,1,2095.55,B2B,standard
ORD111743,Shadowfax,Mumbai,01/16/25 7:10,Van,40.62,2.25,324.73,delayed,236.1,4,Smooth pickup and delivery,positive,m_7375,d_94771,1,0,279.12,B2C,standard
ORD101891,Shiprocket,Rajkot,08/05/25 0:35,Mini-Truck,1.57,2.62,70.38,delayed,21.2,1,"Order lost, support unhelpful Quick response from support.",negative,m_8950,d_70277,1,1,50,B2C,express
ORD105049,Delhivery,Surat,04/06/25 8:59,Tempo,7.94,2.04,135.2,delayed,39.4,3,Average experience Expected better.,neutral,m_4060,d_62745,0,0,508.78,B2C,standard
ORD106756,Porter,Coimbatore,12/06/24 5:35,Tempo,2.14,3.64,101.59,delayed,30.3,2,Package was damaged on arrival,negative,m_1590,d_49329,0,0,522.5,B2C,standard
ORD100295,BlueDart,Hyderabad,05/20/25 0:36,Mini-Truck,4.27,0.52,103.29,delayed,42.5,2,"Order lost, support unhelpful",negative,m_8354,d_23975,0,0,427.95,B2C,express
ORD111456,Shiprocket,Kolkata,04/25/24 4:03,Mini-Truck,17.08,8.35,217.6,delivered,115.5,4,"Quick delivery, very satisfied",positive,m_3290,d_18603,0,0,392.96,B2B,standard
ORD102254,Delhivery,Lucknow,05/02/24 12:19,Mini-Truck,10.62,1.36,142.04,delayed,68.2,2,Package was damaged on arrival Quick response from support.,negative,m_3780,d_91629,1,0,208.27,B2C,express
ORD110280,DTDC,Tiruppur,04/09/25 22:21,Van,35.31,3.64,307.63,delayed,206.2,1,"Delivery took too long, disappointed",negative,m_8212,d_93887,1,1,1401.43,B2C,standard
ORD102357,Shiprocket,Indore,09/14/25 15:43,Truck,0.69,3.03,95,delayed,5,2,"Very poor service, won't recommend Expected better.",negative,m_4467,d_50617,1,0,1178.24,B2C,express
ORD101785,Shadowfax,Nagpur,08/27/25 18:46,Truck,1.41,1.97,87.08,delayed,24.9,2,"Order lost, support unhelpful Expected better.",negative,m_9088,d_72368,0,0,214.86,B2C,express
ORD109956,Porter,Indore,06/16/25 16:31,Truck,22.13,3.78,321.02,delayed,190.3,2,Driver cancelled multiple times Expected better.,negative,m_6213,d_53216,1,0,50,B2C,standard
ORD100286,DTDC,Thiruvananthapuram,02/23/25 3:12,Mini-Truck,1.81,2.14,78.79,delayed,13.8,2,"Very poor service, won't recommend",negative,m_1648,d_23963,0,1,234.55,B2C,standard
ORD105739,Porter,Vadodara,08/28/24 7:10,2W,1.86,2.9,66.66,delayed,10.9,3,"No issues, nothing special",neutral,m_3196,d_21119,1,1,213.64,B2B,standard
ORD101758,Porter,Bengaluru,07/13/24 12:10,2W,1.9,7.44,97.12,delayed,9.9,1,"Very poor service, won't recommend Quick response from support.",negative,m_7269,d_99634,0,0,173.52,B2C,standard
ORD104262,DTDC,Calicut,06/21/25 23:10,Truck,2.17,4.88,135.49,delayed,20.7,1,"Very poor service, won't recommend Quick response from support.",negative,m_5110,d_25355,0,0,324.63,B2C,standard
ORD101284,Shadowfax,Hyderabad,05/23/24 10:47,Mini-Truck,0.78,0.24,48.53,delayed,5,1,"Very poor service, won't recommend",negative,m_2632,d_67653,0,0,1069.24,B2C,scheduled
ORD111849,Porter,Jaipur,10/04/25 11:04,Mini-Truck,51.17,1.96,423.67,delayed,315.6,1,Package was damaged on arrival,negative,m_4077,d_14614,0,0,287.52,B2C,standard
ORD105008,DTDC,Calicut,11/28/24 12:45,Mini-Truck,3.72,0.4,71.03,delayed,35.8,2,Driver cancelled multiple times Expected better.,negative,m_1441,d_57933,0,0,415.62,B2C,standard
ORD110133,Porter,Mumbai,05/19/24 6:29,Tempo,23.16,1.78,254.57,delayed,173.9,3,Standard service Quick response from support.,neutral,m_8712,d_29144,0,0,2148.22,B2C,express
ORD107364,BlueDart,Coimbatore,02/21/24 2:28,Truck,3.47,5.71,216.99,delayed,42.4,3,Average experience.,neutral,m_9711,d_31333,0,0,1276.87,B2C,express
ORD105993,Shadowfax,Vadodara,03/04/24 21:23,2W,4.17,4.16,78.29,delayed,20.9,2,Package was damaged on arrival,negative,m_6486,d_68470,0,0,433.44,B2C,scheduled
ORD111543,Porter,Ahmedabad,06/01/25 19:46,Tempo,18.49,5.34,262.14,delayed,123.6,4,Package arrived in perfect condition.,positive,m_3442,d_78687,1,0,2912.4,B2C,standard
ORD108360,BlueDart,Kolkata,07/13/25 22:13,2W,0.3,4.57,86.82,delayed,5,2,Driver cancelled multiple times Quick response from support.,negative,m_3083,d_97465,1,1,209.4,B2C,express
ORD106560,Delhivery,Indore,07/24/25 1:21,Mini-Truck,0.3,1.69,72.69,delivered,5,4,"Excellent service, will use again",positive,m_8302,d_35263,0,0,381.1,B2C,standard
ORD108816,Shadowfax,Hyderabad,09/17/25 22:04,Van,2.84,1.79,73.56,delayed,14.9,1,"Very poor service, won't recommend Quick response from support.",negative,m_9332,d_42960,0,1,50,B2C,standard
ORD100549,DTDC,Indore,06/07/24 9:19,2W,2.29,0.79,45.71,delayed,5,2,Package was damaged on arrival.,negative,m_1473,d_19398,0,0,196.16,B2C,standard
ORD102608,Shadowfax,Thiruvananthapuram,05/29/25 9:15,2W,18.58,5.29,154.81,delayed,104.1,1,"Delivery took too long, disappointed Quick response from support.",negative,m_6884,d_52520,0,1,355.78,B2C,standard
ORD102620,Shadowfax,Surat,06/22/25 9:34,Van,3.21,4.71,96.71,delayed,23.8,2,Driver cancelled multiple times Quick response from support.,negative,m_4742,d_53313,0,0,287.85,B2B,standard
ORD104237,DTDC,Coimbatore,02/13/24 20:03,2W,1.67,1.56,57.33,delayed,5,4,Driver was polite and on time.,positive,m_2447,d_55387,0,0,1693.53,B2B,standard
ORD105795,Shiprocket,Surat,01/07/26 2:55,2W,7.43,2.28,79.93,delayed,30.8,2,Package was damaged on arrival Quick response from support.,negative,m_3569,d_70530,1,1,856.67,B2C,standard
ORD108203,Shiprocket,Tiruppur,05/22/24 5:20,Mini-Truck,4.21,0.2,64.71,delayed,37.9,1,"Order lost, support unhelpful Quick response from support.",negative,m_9450,d_62219,1,0,50,B2C,scheduled
ORD105230,Porter,Chennai,05/07/25 22:06,2W,1.2,8.02,101.92,delayed,19.6,1,"Very poor service, won't recommend",negative,m_7401,d_38759,0,0,1760.01,B2C,standard
ORD106322,Porter,Coimbatore,06/23/24 1:22,Tempo,7.64,1.44,114.63,delayed,46.9,2,Package was damaged on arrival Expected better.,negative,m_3522,d_25802,0,0,537.62,B2C,standard
ORD110511,Shiprocket,Mumbai,08/12/24 21:14,Van,19.42,2.6,159.3,returned,118.5,1,"Delivery took too long, disappointed",negative,m_6549,d_64030,1,0,3401.66,B2C,standard
ORD103487,Porter,Chennai,06/20/25 9:00,Truck,6.57,4.59,189.46,delayed,51.1,3,Average experience Quick response from support.,neutral,m_6176,d_41456,0,0,944.06,B2C,standard
ORD110853,Delhivery,Thiruvananthapuram,11/07/24 10:00,Tempo,16.96,1.44,220.79,delayed,126.4,1,Package was damaged on arrival Quick response from support.,negative,m_2835,d_12796,0,1,359.64,B2B,standard
ORD108143,Porter,Pune,06/23/25 10:40,Mini-Truck,0.36,1.2,61.94,delayed,5,2,"Delivery took too long, disappointed.",negative,m_1656,d_94670,0,0,329.93,B2B,standard
ORD104333,Porter,Visakhapatnam,09/10/24 18:06,2W,3.58,3.2,80.87,delayed,13.7,1,Driver cancelled multiple times,negative,m_4302,d_84793,0,0,2242.55,B2C,express
ORD105632,Porter,Pune,11/16/24 6:05,2W,8.21,3.05,108.04,delayed,40.4,3,Average experience Expected better.,neutral,m_8515,d_36152,0,0,166.88,B2C,express
ORD111600,BlueDart,Bengaluru,01/03/26 11:36,Van,5.84,3.17,146.03,delayed,19.3,4,"Excellent service, will use again",positive,m_8102,d_31489,0,0,88.35,B2C,express
ORD109671,Porter,Vadodara,02/11/25 2:39,2W,8.36,3.77,99.53,delayed,39.4,1,"Very poor service, won't recommend Quick response from support.",negative,m_1590,d_40448,0,0,1115.47,B2C,express
ORD103070,Delhivery,Thiruvananthapuram,12/29/24 7:04,2W,2.81,1.41,63.29,delayed,16.8,2,"Order lost, support unhelpful",negative,m_1301,d_41415,1,1,342.93,B2C,scheduled
